#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aarnau;Aarnau;Aarnau;Aarnau;;Aarnau;;;;;;;;;x
c_aarnau_adj;Aarnian;;aarner;;;;;;;;;;;x
c_aarvik;Aarvik;Aarvik;Aarvik;;Aarvik;;;;;;;;;x
c_aarvik_adj;Aarvikian;;aarviker;;;;;;;;;;;x
c_abak;Abak;Abak;Abak;;Abak;;;;;;;;;x
c_abak_adj;Abakian;;abaker;;;;;;;;;;;x
c_abraq;Abraq;Abraq;Abraq;;Abraq;;;;;;;;;x
c_abraq_adj;Abraqian;;abraqer;;;;;;;;;;;x
c_achaes;Achaes;Achaes;Achaes;;Achaes;;;;;;;;;x
c_achaes_adj;Achaesian;;achaeser;;;;;;;;;;;x
c_adad_nirari;Adad-Nirari;Adad-Nirari;Adad-Nirari;;Adad-Nirari;;;;;;;;;x
c_adad_nirari_adj;Adad-Nirarian;;adad-nirarer;;;;;;;;;;;x
c_adryn;Adryn;Adryn;Adryn;;Adryn;;;;;;;;;x
c_adryn_adj;Adrynian;;adryner;;;;;;;;;;;x
c_adygea;Adygea;Adygea;Adygea;;Adygea;;;;;;;;;x
c_adygea_adj;Adygean;;adyger;;;;;;;;;;;x
c_afayan;Afayan;Afayan;Afayan;;Afayan;;;;;;;;;x
c_afayan_adj;Afayanian;;afayaner;;;;;;;;;;;x
c_aguilar;Aguilar;Aguilar;Aguilar;;Aguilar;;;;;;;;;x
c_aguilar_adj;Aguilarian;;aguilarer;;;;;;;;;;;x
c_ahhiya;Ahhiya;Ahhiya;Ahhiya;;Ahhiya;;;;;;;;;x
c_ahhiya_adj;Ahhiyan;;ahher;;;;;;;;;;;x
c_ahlenhof;Ahlenhof;Ahlenhof;Ahlenhof;;Ahlenhof;;;;;;;;;x
c_ahlenhof_adj;Ahlenhofian;;ahlenhofer;;;;;;;;;;;x
c_ailish;Ailish;Ailish;Ailish;;Ailish;;;;;;;;;x
c_ailish_adj;Ailishian;;ailisher;;;;;;;;;;;x
c_aix;Aix;Aix;Aix;;Aix;;;;;;;;;x
c_aix_adj;Aixian;;aixer;;;;;;;;;;;x
c_akendorf;Akendorf;Akendorf;Akendorf;;Akendorf;;;;;;;;;x
c_akendorf_adj;Akendorfian;;akendorfer;;;;;;;;;;;x
c_akur;Akur;Akur;Akur;;Akur;;;;;;;;;x
c_akur_adj;Akurian;;akurer;;;;;;;;;;;x
c_alabreda;Alabreda;Alabreda;Alabreda;;Alabreda;;;;;;;;;x
c_alabreda_adj;Alabredan;;alabreder;;;;;;;;;;;x
c_alashah;Alashah;Alashah;Alashah;;Alashah;;;;;;;;;x
c_alashah_adj;Alashahian;;alashaher;;;;;;;;;;;x
c_alboran;Alborán;Alborán;Alborán;;Alborán;;;;;;;;;x
c_alboran_adj;Alboránian;;alboráner;;;;;;;;;;;x
c_albusdorf;Albusdorf;Albusdorf;Albusdorf;;Albusdorf;;;;;;;;;x
c_albusdorf_adj;Albusdorfian;;albusdorfer;;;;;;;;;;;x
c_aldeigborg;Aldeigborg;Aldeigborg;Aldeigborg;;Aldeigborg;;;;;;;;;x
c_aldeigborg_adj;Aldeigborgian;;aldeigborger;;;;;;;;;;;x
c_aldente;Aldente;Aldente;Aldente;;Aldente;;;;;;;;;x
c_aldente_adj;Aldentean;;aldenter;;;;;;;;;;;x
c_aldium;Aldium;Aldium;Aldium;;Aldium;;;;;;;;;x
c_aldium_adj;Aldiumian;;aldiumer;;;;;;;;;;;x
c_almagora;Almagora;Almagora;Almagora;;Almagora;;;;;;;;;x
c_almagora_adj;Almagoran;;almagorer;;;;;;;;;;;x
c_almshoven;Almshoven;Almshoven;Almshoven;;Almshoven;;;;;;;;;x
c_almshoven_adj;Almshovenian;;almshovener;;;;;;;;;;;x
c_alquezaro;Alquézaro;Alquézaro;Alquézaro;;Alquézaro;;;;;;;;;x
c_alquezaro_adj;Alquézarian;;alquézarer;;;;;;;;;;;x
c_altdorf;Altdorf;Altdorf;Altdorf;;Altdorf;;;;;;;;;x
c_altdorf_adj;Altdorfian;;altdorfer;;;;;;;;;;;x
c_alynd;Alynd;Alynd;Alynd;;Alynd;;;;;;;;;x
c_alynd_adj;Alyndian;;alynder;;;;;;;;;;;x
c_anaol;Anaol;Anaol;Anaol;;Anaol;;;;;;;;;x
