#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# Events that are in vanilla id range 
# but are expanded (new events in vanilla reserved range) 
# or new options for existing events
EVTOPTD301;The more the better! Welcome this little bastard in the tribe.;;;;;;;;;;;;;x
# Kislev melting pot
U_EVTDESC55002;For a long time we Gospodars ruled here and we shed our blood with other people of these lands. The time has to come unite with them and create new great Kislev!;;;;;;;;;;;;;x
U_EVTOPT55002;Let there one nation, one people!;;;;;;;;;;;;;x
U_EVTDESC55003;Gospodars, Ungols and other people of Kislev once divieded now are creating family bonds and adopting new identity.;;;;;;;;;;;;;x
U_EVTOPT55003;Excellent!;;;;;;;;;;;;;x
U_EVTDESC55004;More and more people in Kislev is adpoting new identity. Some of courtiers also embraced new ways.;;;;;;;;;;;;;x
U_EVTOPT55004;Excellent!;;;;;;;;;;;;;x
U_EVTDESC55005;Whole real is adopoted new Kisleverain. My servants infrom me that it is increasingly popular to show new customs and speak new Kislevarin amongst Ungol and Gospodar Boyars and Szlachta..;;;;;;;;;;;;;x
U_EVTOPT55005;Excellent!;;;;;;;;;;;;;x
U_EVTDESC55006;My wise liege has persuaded me to adpot new customs and new identity - I am not gospodar or ungol now I've became Kislevite!.;;;;;;;;;;;;;x
U_EVTOPT55006;It was high time for it.;;;;;;;;;;;;;x
